<ID|readonly|noverify>;<English>
ahs_1;AHS S95 Apache
ahs_2;AHS Apache
mi_28a_sweden_shop;AHS S95 Havoc
mi_28a_sweden_0;Attackhelikoptersystem studie 1995 | Mil Mi-28A Prototype 042 Havoc
mi_28a_sweden_1;AHS S95 Havoc
mi_28a_sweden_2;AHS Havoc
;
;
SWEDEN_AVIATION;
he_115a_2_sweden_shop;T 2
he_115a_2_sweden_0;Heinkel Torpedflygplan T 2
he_115a_2_sweden_1;T 2
he_115a_2_sweden_2;T 2
saab_b3c_0;SAAB Torpedflygplan 3C
saab_b3c_1;T 3C
saab_b3c_2;T 3
j6b_shop;Jaktfalken II
j6b_0;Svenska Aero Jaktflygplan 6B, Jaktfalken II
j6b_1;Jaktfalken II
j6b_2;Jaktfalken
gladiator_j8a_shop;J 8A
gladiator_j8a_0;Gloster Jaktflygplan 8A
gladiator_j8a_1;J 8A
gladiator_j8a_2;J 8
gladiator_j8a_iacobi_shop;Iacobi's J 8A
gladiator_j8a_iacobi_0;col. Ian Iacobi's Gloster Jaktflygplan 8A [Lentorykmentti 19]
gladiator_j8a_iacobi_1;J 8A
gladiator_j8a_iacobi_2;J 8
fiat_cr42_j11_shop;J 11
fiat_cr42_j11_0;Fiat Jaktflygplan 11
fiat_cr42_j11_1;J 11
fiat_cr42_j11_2;J 11
saab_b17bs_shop;S 17BS
saab_b17bs_0;SAAB Spaningsplan 17B Sjöbaserad
saab_b17bs_1;S 17BS
saab_b17bs_2;S 17
saab_b17b_shop;B 17B
saab_b17b_0;SAAB Bombflygplan 17B
saab_b17b_1;B 17B
saab_b17b_2;B 17
saab_b3c_shop;T 3C
saab_b17a_shop;B 17A
saab_b17a_0;SAAB Bombflygplan 17A
saab_b17a_1;B 17A
saab_b17a_2;B 17
saab_b18a_shop;B 18A
saab_b18a_0;SAAB Bombflygplan 18A
saab_b18a_1;B 18A
saab_b18a_2;B 18
saab_b18b_shop;B 18B
saab_b18b_0;SAAB Bombflygplan 18B
saab_b18b_1;B 18B
saab_b18b_2;B 18
saab_t18b_1_shop;T 18B-1
saab_t18b_1_0;SAAB Torpedflygplan 18B-1
saab_t18b_1_1;T 18B
saab_t18b_1_2;T 18
saab_t18b_2_shop;T 18B-2
saab_t18b_2_0;SAAB Torpedflygplan 18B-2
saab_t18b_2_1;T 18B
saab_t18b_2_2;T 18
re_2000_j20_shop;J 20
re_2000_j20_0;Reggiane Jaktflygplan 20
re_2000_j20_1;J 20
re_2000_j20_2;J 20
ffvs_j22_a_shop;J 22A
ffvs_j22_a_0;Kungliga Flygförvaltningens Flygverkstad i Stockholm FFVS Jaktflygplan 22 Ursprunglig Beväpning
ffvs_j22_a_1;J 22 A
ffvs_j22_a_2;J 22
ffvs_j22_b_shop;J 22B
ffvs_j22_b_0;Kungliga Flygförvaltningens Flygverkstad i Stockholm FFVS Jaktflygplan 22 Förbättrad Beväpning
ffvs_j22_b_1;J 22B
ffvs_j22_b_2;J 22
saab_a21a_3_shop;A 21A
saab_a21a_3_0;SAAB A 21A
saab_a21a_3_1;A 21A
saab_j21a_1_shop;J 21A-1
saab_j21a_1_0;SAAB Jaktflygplan 21A-1
saab_j21a_1_1;J 21A
saab_j21a_1_2;J 21
saab_a21a_3_2;A 21
saab_j21a_2_shop;J 21A-2
saab_j21a_2_0;SAAB Jaktflygplan 21A-2
saab_j21a_2_1;J 21A
saab_j21a_2_2;J 21
saab_j21ra_shop;A 21RA
saab_j21ra_0;Saab Attackflygplan 21 Reaktionsmotor A
saab_j21ra_1;A 21RA
saab_j21ra_2;A 21R
saab_a21rb_shop;A 21RB
saab_a21rb_0;Saab Attackflygplan 21 Reaktionsmotor B
saab_a21rb_1;A 21RB
saab_a21rb_2;A 21R
p-51b_7_sweden_shop;J 26 [Vita David]
p-51b_7_sweden_0;North American Jaktflygplan 26 [16 Vita David | F 16 Uppsala «Upplands Flygflottilj»]
p-51b_7_sweden_1;J 26
p-51b_7_sweden_2;J 26
p-51d-20-na_j26_shop;J 26
p-51d-20-na_j26_0;North American Jaktflygplan 26
p-51d-20-na_j26_1;J 26
p-51d-20-na_j26_2;J 26
vampire_fb5_j28b_shop;J 28B
vampire_fb5_j28b_0;de Havilland Jaktflygplan 28B
vampire_fb5_j28b_1;J 28B
vampire_fb5_j28b_2;J 28
saab_j29a_shop;J 29A
saab_j29a_0;Saab Jaktflygplan 29A Tunnan
saab_j29a_1;J 29A
saab_j29a_2;J 29
saab_j29b_shop;J 29B
saab_j29b_0;Saab Jaktflygplan 29B Tunnan
saab_j29b_1;J 29B
saab_j29b_2;J 29
saab_j29d_shop;J 29D
saab_j29d_0;Saab Jaktflygplan 29D Tunnan
saab_j29d_1;J 29D
saab_j29d_2;J 29
saab_j29f_shop;J 29F
saab_j29f_0;Saab Jaktflygplan 29F Tunnan
saab_j29f_1;Jakt 29F
saab_j29f_2;J 29
saab_a32a_shop;A 32A
saab_a32a_0;Saab Attackflygplan 32A Lansen
saab_a32a_1;A 32A
saab_a32a_2;A 32A
saab_a32a_red_adam_shop;A 32A [Röd Adam]
saab_a32a_red_adam_0;Saab Attackflygplan 32A Lansen [17 Röd Adam | F 17 Kallinge «Blekinge Flygflottilj»] 
saab_a32a_red_adam_1;A 32A
saab_a32a_red_adam_2;A 32A
saab_j32b_shop;J 32B
saab_j32b_0;Saab Jaktflygplan 32B Lansen
saab_j32b_1;J 32B
saab_j32b_2;J 32
hunter_f50_sweden_shop;J 34
hunter_f50_sweden_0;Hawker Jaktflygplan 34 Hunter
hunter_f50_sweden_1;J 34
hunter_f50_sweden_2;Hunter
saab_j35a_shop;J 35A
saab_j35a_0;Saab Jaktflygplan 35A Draken
saab_j35a_1;J 35A
saab_j35a_2;J 35A
saab_j35d_shop;J 35D
saab_j35d_0;Saab Jaktflygplan 35D Draken
saab_j35d_1;J 35D
saab_j35d_2;J 35D
saab_j35xs_shop;J 35XS
saab_j35xs_0;Saab Jaktflygplan 35 Export Suomi Draken
saab_j35xs_1;J 35XS
saab_j35xs_2;J 35
saab_ja37_shop;JA 37C
saab_ja37_0;Saab Jakt-Attackflygplan 37C Viggen
saab_ja37_1;JA 37C
saab_ja37_2;JA 37C
saab_j37_shop;JA 37
saab_aj37_shop;AJ 37
saab_aj37_0;Saab Attack-Jaktflygplan 37 Viggen
saab_aj37_1;AJ 37
saab_aj37_2;J 37
saab_ajs37_shop;AJS 37
saab_ajs37_0;Saab Attack-Jakt-Spanningflygplan 37 Viggen
saab_ajs37_1;AJS 37
saab_ajs37_2;J 37
saab_ja37d_shop;JA 37D
saab_ja37d_0;Saab Jakt-Attackflygplan 37D Viggen
saab_ja37d_1;JA 37D
saab_ja37d_2;J 37
saab_sk60b_shop;Sk 60B
saab_sk60b_0;Saab Skolflygplan 60B
saab_sk60b_1;Sk 60
saab_sk60b_2;105G
saab_105g_shop;105G
saab_105g_0;Saab 105G
saab_105g_1;105G
saab_105g_2;105G
saab_105oe_shop;105Ö
saab_105oe_0;Saab 105 Österrike
saab_105oe_1;105Ö
saab_105oe_2;105Ö
arado-196a-5_shop;║ Ar 196A-3
arado-196a-5_0;Arado Ar 196A-3
arado-196a-5_1;║ Ar 196A-3
arado-196a-5_2;║ Ar 196
b_239_finland_shop;B-239E
b_239_finland_0;Brewster Model B-239E
b_239_finland_1;B-239E
b_239_finland_2;B-239
ju-88a-4_finland_shop;║ Ju 88 A-4
ju-88a-4_finland_0;Junkers Ju 88 A-4
ju-88a-4_finland_1;║ Ju 88 A
ju-88a-4_finland_2;Ju 88
hurricane_mk1_late_finland_shop;║ Hurricane Mk. I
hurricane_mk1_late_finland_0;Hawker Hurricane Mk. I (1940)
hurricane_mk1_late_finland_1;║ Hurricane Mk. I
hurricane_mk1_late_finland_2;Hurricane
morko_morane_shop;Mörkö-Morane
morko_morane_0;Valtion lentokonetehdas Mörkö-Morane
morko_morane_1;Mörkö-Morane
morko_morane_2;Mörkö-Morane
vl_myrsky_2_late_shop;Myrsky II
vl_myrsky_2_late_0;Valtion lentokonetehdas Myrsky II
vl_myrsky_2_late_1;Myrsky II
vl_myrsky_2_late_2;Myrsky
fokker_d21_serie3_finland_shop;D.XXI-1
fokker_d21_serie3_finland_0;Fokker D.XXI-1
fokker_d21_serie3_finland_1;D.XXI-1
fokker_d21_serie3_finland_2;D.XXI
fokker_d21_mod20_shop;D.XXI-3
fokker_d21_mod20_0;Fokker D.XXI-3
fokker_d21_mod20_1;D.XXI-3
fokker_d21_mod20_2;D.XXI
pyorremyrsky_shop;Pyörremyrsky
pyorremyrsky_0;Valtion lentokonetehdas Pyörremyrsky
pyorremyrsky_1;Pyörremyrsky
pyorremyrsky_2;Pyörremyrsky
bf-109g-2_finland_shop;║ Bf 109G-2
bf-109g-2_finland_0;Messerschmitt Bf 109G-2
bf-109g-2_finland_1;║ Bf 109G
bf-109g-2_finland_2;Bf 109
bf-109g-6_erla_finland_shop;║ Bf 109G-6
bf-109g-6_erla_finland_0;Messerschmitt Bf 109G-6 "Mersu"
bf-109g-6_erla_finland_1;║ Bf 109G
bf-109g-6_erla_finland_2;Bf 109
bf-109g-6_finland_shop;║ Bf 109G-6 [MT-422]
bf-109g-6_finland_0;Messerschmitt Bf 109G-6 Tropenausstattung [MT-422 | Hävittäjälentolaivue 31] "Mersu"
bf-109g-6_finland_1;║ Bf 109G
bf-109g-6_finland_2;║ Bf 109
vampire_fb52_finland_shop;║ Vampire FB.52a
vampire_fb52_finland_0;de Havilland Vampire Fighter-bomber Mark 52a
vampire_fb52_finland_1;║ Vampire FB.52
vampire_fb52_finland_2;Vampire
mig_21_bis_finland_shop;║ MiG-21bis
mig_21_bis_finland_0;Mikoyan-Gurevich MiG-21bis
mig_21_bis_finland_1;║ MiG-21bis
mig_21_bis_finland_2;MiG-21
shop/group/gladiator_j8a_group;J 8 / J 6
shop/group/saab_b17a_group;B 17
shop/group/saab_t18b_group;T 18
shop/group/saab_j21a_group;J 21
shop/group/bf_109g_sweden_group;Bf 109
shop/group/vampire_fb_group;Vampire
;
;
ISRAEL_ARMY;
il_amx_13_75_shop; AMX 13
il_amx_13_75_0;Char léger AMX 13 (Tourelle FL 10 avec 75)
il_amx_13_75_1; AMX 13
il_amx_13_75_2;Light tank
il_aml_90_shop; AML 90
il_aml_90_0;Automitrailleuse Légère AML 90
il_aml_90_1; AML 90
il_aml_90_2;Armored Car
il_m_51_shop;M-51
il_m_51_0;M-51, M4A1 Horizontal Volute Spring Suspension (M-51)
il_m_51_1;M-51
il_m_51_2;Medium tank
il_m_51_w_shop;M-51 [Ts-814794]
il_m_51_w_0;Medium Tank, M4A3 Horizontal Volute Spring Suspension (M-51) [Tsade-814794 | 60th Armored Brigade]
il_m_51_w_1;M-51
il_m_51_w_2;Medium tank
il_m48a1_patton_III_shop;Magach 1
il_m48a1_patton_III_0;Magach 1
il_m48a1_patton_III_1;Magach 1
il_m48a1_patton_III_2;Medium tank
il_magach_2_shop;Magach 2
il_magach_2_0;Magach 2
il_magach_2_1;Magach 2
il_magach_2_2;Medium tank
il_magach_3_idf_shop;Magach 3
il_magach_3_idf_0;Magach 3
il_magach_3_idf_1;Magach 3
il_magach_3_idf_2;MBT
il_magach_3_shop;Magach 3 (Baltan)
il_magach_3_0;Magach 3 (Baltan)
il_magach_3_1;Magach 3 (Baltan)
il_magach_3_2;MBT
il_magach_5_shop;Magach 5
il_magach_5_0;Magach 5
il_magach_5_1;Magach 5
il_magach_5_2;MBT
il_magach_6_shop;Magach 6
il_magach_6_0;Magach 6
il_magach_6_1;Magach 6
il_magach_6_2;MBT
il_magach_6a_shop;Magach 6A
il_magach_6a_0;Magach 6 Alef
il_magach_6a_1;Magach 6
il_magach_6a_2;MBT
il_magach_6b_shop;Magach 6B
il_magach_6b_0;Magach 6 Bet
il_magach_6b_1;Magach 6
il_magach_6b_2;MBT
il_magach_6b_gal_shop;Magach 6B Gal
il_magach_6b_gal_0;Magach 6 Bet Gal
il_magach_6b_gal_1;Magach 6
il_magach_6b_gal_2;MBT
il_magach_6b_gal_batash_shop;Magach 6B Gal Batash
il_magach_6b_gal_batash_0;Magach 6 Bet Gal Batash
il_magach_6b_gal_batash_1;Magach 6
il_magach_6b_gal_batash_2;MBT
il_magach_6c_shop;Magach 6G
il_magach_6c_0;Magach 6 Gimel
il_magach_6c_1;Magach 6
il_magach_6c_2;MBT
il_magach_6r_shop;Magach 6R
il_magach_6r_0;Magach 6 Resh
il_magach_6r_1;Magach 6
il_magach_6r_2;MBT
il_magach_6_rocket_shop;Magach 6R Hydra
il_magach_6_rocket_0;Magach 6 Resh Hydra
il_magach_6_rocket_1;Magach 6
il_magach_6_rocket_2;MBT
il_magach_6m_shop;Magach 6M
il_magach_6m_0;Magach 6 Mem Tadach
il_magach_6m_1;Magach 6
il_magach_6m_2;MBT
il_magach_7c_shop;Magach 7 Gimel
il_magach_7c_0;Magach 7 Gimel
il_magach_7c_1;Magach 7
il_magach_7c_2;MBT
il_centurion_shot_kal_alef_shop;Sho't Kal A
il_centurion_shot_kal_alef_0;Sho't Kal Alef
il_centurion_shot_kal_alef_1;Sho't Kal
il_centurion_shot_kal_alef_2;Medium tank
il_centurion_shot_kal_gimel_shop;Sho't Kal G
il_centurion_shot_kal_gimel_0;Sho't Kal Gimel
il_centurion_shot_kal_gimel_1;Sho't Kal
il_centurion_shot_kal_gimel_2;Medium tank
il_centurion_shot_kal_d_shop;Sho't Kal D
il_centurion_shot_kal_d_0;Sho't Kal Dalet
il_centurion_shot_kal_d_1;Sho't Kal
il_centurion_shot_kal_d_2;Medium tank
il_centurion_mk_5_shot_shop;Sho't Meteor
il_centurion_mk_5_shot_0;Sho't Meteor
il_centurion_mk_5_shot_1;Sho't
il_centurion_mk_5_shot_2;Medium tank
shop/group/il_merkava_1_2_group;Merkava 1/2
shop/group/il_merkava_3_group;Merkava 3
shop/group/il_merkava_4_group;Merkava 4
il_merkava_mk_1b_shop;Merkava S.1B
il_merkava_mk_1b_0;Merkava Siman I Bet
il_merkava_mk_1b_1;Merkava S.1
il_merkava_mk_1b_2;MBT
il_merkava_mk_2b_early_shop;Merkava S.2B
il_merkava_mk_2b_early_0;Merkava Simán 2 Bet
il_merkava_mk_2b_early_1;Merkava S.2
il_merkava_mk_2b_early_2;MBT
il_merkava_mk_2d_shop;Merkava S.2B Dor-Dalet
il_merkava_mk_2d_0;Merkava Simán 2 Bet Dor-Dalet
il_merkava_mk_2d_1;Merkava S.2
il_merkava_mk_2d_2;MBT
il_merkava_mk_3b_shop;Merkava S.IIIB
il_merkava_mk_3b_0;Merkava Simán 3 Bet
il_merkava_mk_3b_1;Merkava S.3
il_merkava_mk_3b_2;MBT
il_merkava_mk_3c_shop;Merkava S.3B BAZ
il_merkava_mk_3c_0;Merkava Simán 3 Bet Barak Zoher
il_merkava_mk_3c_1;Merkava S.3
il_merkava_mk_3c_2;MBT
il_merkava_mk_4_lic_shop;Merkava S.4 LIC
il_merkava_mk_4_lic_0;Merkava Simán 4 Low Intensity Combat
il_merkava_mk_4_lic_1;Merkava S.4
il_merkava_mk_4_lic_2;MBT
il_merkava_mk_4b_shop;Merkava S.4B
il_merkava_mk_4b_0;Merkava Simán 4 Bet
il_merkava_mk_4b_1;Merkava S.4
il_merkava_mk_4b_2;MBT
il_merkava_mk_4m_shop;Merkava S.4M
il_merkava_mk_4m_0;Merkava Mark 4 "Meil Ruach"
il_merkava_mk_4m_1;Merkava S.4
il_merkava_mk_4m_2;MBT
il_tiran_4_shop;Tiran 4
il_tiran_4_0;Tiran 4
il_tiran_4_1;Tiran 4
il_tiran_4_2;Medium tank
il_tiran_4_sh_shop;Tiran 4S
il_tiran_4_sh_0;Tiran 4 Sharir
il_tiran_4_sh_1;Tiran 4 Sharir
il_tiran_4_sh_2;Medium tank
il_tcm_20_shop;Zachlam (TCM-20)
il_tcm_20_0;Zachlam (TCM-20)
il_tcm_20_1;Zachlam (TCM-20)
il_tcm_20_2;SPAA
il_ss_11_halftrack_shop;Zachlam (Tager)
il_ss_11_halftrack_0;Zachlam (Tager)
il_ss_11_halftrack_1;Zachlam (Tager)
il_ss_11_halftrack_2;SPG
il_zsu_57_2_shop; ZSU-57x2
il_zsu_57_2_0;ZSU-57x2
il_zsu_57_2_1; ZSU-57x2
il_zsu_57_2_2;SPAA
il_m163_vulcan_shop;Hovet
il_m163_vulcan_0;Hovet
il_m163_vulcan_1;Hovet
il_m163_vulcan_2;SPAA
il_zsu_23_4_shop; ZSU-23x4
il_zsu_23_4_0;ZSU-23x4
il_zsu_23_4_1; ZSU-23x4
il_zsu_23_4_2;SPAA
il_machbet_shop;Machbet
il_machbet_0;Hovet Machbet
il_machbet_1;Machbet
il_machbet_2;SPAA
il_mim_72_chaparral_shop; M48 Chaparral
il_mim_72_chaparral_0;M48 Chaparral Intercept-Aerial Guided Missile System
il_mim_72_chaparral_1; M48 Chaparral
il_mim_72_chaparral_2;SPAA
shop/group/il_tiran_4_group;Tiran
shop/group/il_magach_1_2_group;Magach 1 / 2
shop/group/il_magach_3_6_group;Magach 3 / 6
shop/group/il_magach_6a_5_group;Magach 6A / 5
shop/group/il_magach_6_group;Magach 6B / 6R
shop/group/il_magach_6m_c_group;Magach 6M / 6C
shop/group/il_magach_batash_7_group;Magach 6B / 7
;
;
ISRAEL_HELICOPTERS;
ah_1g_iaf_shop;Tzefa A
ah_1g_iaf_0;Bell AH-1F Tzefa Alef
ah_1g_iaf_1;Tzefa A
ah_1g_iaf_2;Tzefa
md_500_tow_late_shop;Lahatut
md_500_tow_late_0;Hughes 500MD TOW Defender Lahatut
md_500_tow_late_1;Lahatut
md_500_tow_late_2;Lahatut
ah_1q_iaf_shop;Tzefa B
ah_1q_iaf_0;Bell AH-1Q Tzefa Beth
ah_1q_iaf_1;Tzefa B
ah_1q_iaf_2;Tzefa
ah_1f_iaf_shop;Tzefa D
ah_1f_iaf_0;Bell AH-1F Tzefa Dalet
ah_1f_iaf_1;Tzefa D
ah_1f_iaf_2;Tzefa
ah_64a_iaf_shop;Peten
ah_64a_iaf_0;Boeing AH-64A Peten
ah_64a_iaf_1;Peten
ah_64a_iaf_2;Peten
ah_64a_peten_iaf_shop;Peten (113 Sqn)
ah_64a_peten_iaf_0;Boeing AH-64A Peten ( №822, 113 Squadron)
ah_64a_peten_iaf_1;Peten (113 Sqn)
ah_64a_peten_iaf_2;Peten
ah_64d_i_saraph_shop;Saraph
ah_64d_i_saraph_0;Boeing AH-64D Saraph
ah_64d_i_saraph_1;Saraph
ah_64d_i_saraph_2;Saraph
;
;
ISRAEL_AVIATION;
spitfire_mk9c_iaf_shop; Spitfire F. Mk. Ixc
spitfire_mk9c_iaf_0;Supermarine Spitfire F. Mk IXc
spitfire_mk9c_iaf_1; Spitfire Mk. IX
spitfire_mk9c_iaf_2; Spitfire
spitfire_lf_mk9e_iaf_shop; Spitfire LF. Mk. IXe (CW)
spitfire_lf_mk9e_iaf_0;Supermarine Spitfire LF. Mk. IXe (Clipped Wings)
spitfire_lf_mk9e_iaf_1; Spitfire Mk. IX
spitfire_lf_mk9e_iaf_2; Spitfire
s_199_shop;Sakeen
s_199_0;Avia S.199 Sakeen
s_199_1;S.199
s_199_2;S.199
p-51d-20-na_iaf_shop; P-51D-20
p-51d-20-na_iaf_0;North American P-51D-20-NA Mustang
p-51d-20-na_iaf_1; P-51D
p-51d-20-na_iaf_2; P-51
b-17g_iaf_shop; B-17G-60
b-17g_iaf_0;Boeing B-17G-60-VE Fortress
b-17g_iaf_1; B-17G
b-17g_iaf_2; B-17
spitfire_lf_mk9e_weisman_shop; Weizman's Spitfire LF. Mk. IXe
spitfire_lf_mk9e_weisman_0;Major General Ezer Weizmann's Supermarine Spitfire LF. Mk. IXe [105. Tajeset]
spitfire_lf_mk9e_weisman_1; Spitfire Mk. IX
spitfire_lf_mk9e_weisman_2; Spitfire
meteor_nfmk13_shop; Meteor NF. Mk. 13
meteor_nfmk13_0;Armstrong Whitworth Meteor NF. Mk. 13 (4X-FNA to 4X-FNF)
meteor_nfmk13_1; Meteor Mk. 13
meteor_nfmk13_2; Meteor
meteor_fmk8_iaf_shop; Meteor F. Mk. 8
meteor_fmk8_iaf_0;Gloster Meteor F. Mk. 8
meteor_fmk8_iaf_1; Meteor Mk. 8
meteor_fmk8_iaf_2; Meteor
md_450b_ouragan_iaf_shop; Ouragan
md_450b_ouragan_iaf_0;Dassault M.D.450B Ouragan
md_450b_ouragan_iaf_1; Ouragan
md_450b_ouragan_iaf_2; Ouragan
so_4050_vautour_2a_israel_iaf_shop; Vautour IIA
so_4050_vautour_2a_israel_iaf_0;Sud-Ouest S.O.4050 Vautour IIA
so_4050_vautour_2a_israel_iaf_1; Vautour II A
so_4050_vautour_2a_israel_iaf_2; Vautour II
so_4050_vautour_2n_iaf_shop; Vautour IIN (C)
so_4050_vautour_2n_iaf_0;Sud-Ouest SO.4050 Vautour IIN Variante C
so_4050_vautour_2n_iaf_1; Vautour II N
so_4050_vautour_2n_iaf_2; Vautour II
f-84f_israel_iaf_shop; F-84F-51
f-84f_israel_iaf_0;General Motors F-84F-51-GK Thunderstreak [200. Tajeset]
f-84f_israel_iaf_1;☨ F-84F
f-84f_israel_iaf_2;☨ F-84
md_454_mystere_4a_iaf_shop; Mystère IV A
md_454_mystere_4a_iaf_0;Dassault M.D.454 Mystère IV A
md_454_mystere_4a_iaf_1; Mystère IV A
md_454_mystere_4a_iaf_2; Mystère IV
md_460_sambad_shop;Sambad
md_460_sambad_0;Dassault MD.460 Super Mystère B2 Sambad
md_460_sambad_1;Sambad
md_460_sambad_2;Sambad
md_460_saar_shop;Sa'ar
md_460_saar_0;Israel Aircraft Industries Sa'ar
md_460_saar_1;Sa'ar
md_460_saar_2;Sa'ar
a_4h_shop; A-4H
a_4h_0;Douglas A-4H Skyhawk
a_4h_1; A-4H
a_4h_2; A-4
a_4e_early_iaf_shop; A-4E
a_4e_early_iaf_0;Douglas A-4E Skyhawk
a_4e_early_iaf_1; A-4E
a_4e_early_iaf_2; A-4
a_4e_late_iaf_shop; A-4F
a_4e_late_iaf_0;Douglas A-4F Skyhawk
a_4e_late_iaf_1; A-4E/F
a_4e_late_iaf_2; A-4
a_4n_shop;Ayit
a_4n_0;Douglas A-4N Ayit
a_4n_1;Ayit
a_4n_2;Ayit
mirage_3cj_shop; Mirage III CJ
mirage_3cj_0;Dassault Mirage III CJ
mirage_3cj_1; Mirage III CJ
mirage_3cj_2; Mirage III
kfir_c7_shop;Kfir C.7
kfir_c7_0;Israel Aircraft Industries Kfir C.7
kfir_c7_1;Kfir C.7
kfir_c7_2;Kfir
f-4e_iaf_shop;Kurnass
f-4e_iaf_0;McDonnell Douglas F-4E-53-MC Kurnass
f-4e_iaf_1;Kurnass
f-4e_iaf_2;Kurnass
f-4e_kurnass_2000_shop;Kurnass 2000
f-4e_kurnass_2000_0;McDonnell Douglas F-4E Kurnass 2000
f-4e_kurnass_2000_1;Kurnass 2000
f-4e_kurnass_2000_2;Kurnass
nesher_shop;Nesher S
nesher_0;Israel Aircraft Industries Nesher S
nesher_1;Nesher S
nesher_2;Nesher
kfir_c2_shop;Kfir C.2
kfir_c2_0;Israel Aircraft Industries Kfir C.2
kfir_c2_1;Kfir C.2
kfir_c2_2;Kfir
kfir_canard_shop;Kfir Gderot
kfir_canard_0;Israel Aircraft Industries Kfir Gderot
kfir_canard_1;Kfir Gderot
kfir_canard_2;Kfir
f_16a_block_10_iaf_shop;Netz
f_16a_block_10_iaf_0;General Dynamics F-16A Block 15OCU Netz
f_16a_block_10_iaf_1;Netz
f_16a_block_10_iaf_2;Netz
f_16d_block_40_barak_2_shop;Barak II
f_16d_block_40_barak_2_0;General Dynamics F-16D Block 40 Barak II
f_16d_block_40_barak_2_1;Barak II
f_16d_block_40_barak_2_2;Barak
shop/group/so_4050_vautour_iaf_group;Vautour
shop/group/md_460_iaf_group;Super Mystère
shop/group/a_4_iaf_group;A-4
AI_AIRCRAFT;
c-47_shop;C-47
c-47_0;Douglas C-47 "Skytrain"
c-47_1;C-47
c-47_2;C-47
li-2_shop;Li-2VV
li-2_0;Lisunov Li-2 Voyenny Variant
li-2_1;Li-2VV
li-2_2;Li-2
fau-1_shop;Fi 103
fau-1_0;Vergeltungswaffe V-1 | Fieseler Fi 103 "Kirschkern"
fau-1_1;Fi 103
fau-1_2;Fi 103
ju-52_shop;Ju 52
ju-52_0;Junkers Ju 52/3m "Tante Ju"
ju-52_1;Ju 52
ju-52_2;Ju 52
FOOTBALL;
it_m551_football_shop;M551 (Red)
it_m551_football_0;Soccer Ball Prime Mover, M551 (Red)
it_m551_football_1;M551 (Red)
it_m551_football_2;M551 (Red)
us_m551_football_shop;M551 (Blue)
us_m551_football_0;Soccer Ball Prime Mover, M551 (Blue)
us_m551_football_1;M551 (Blue)
us_m551_football_2;M551 (Blue)
KILLSTREAK;
b-29_killstreak_shop;☢B-29A-20
b-29_killstreak_0;☢Boeing B-29A-20-BN Superfortress
b-29_killstreak_1;☢B-29A
b-29_killstreak_2;☢B-29
b-29_germ_killstreak_shop;☢B-29A-20
b-29_germ_killstreak_0;☢Boeing B-29A-20-BN Superfortress
b-29_germ_killstreak_1;☢B-29A
b-29_germ_killstreak_2;☢B-29
b-29_uk_killstreak_shop;☢B-29A-20
b-29_uk_killstreak_0;☢Boeing B-29A-20-BN Superfortress
b-29_uk_killstreak_1;☢B-29A
b-29_uk_killstreak_2;☢B-29
b-29_japan_killstreak_shop;☢B-29A-20
b-29_japan_killstreak_0;☢Boeing B-29A-20-BN Superfortress
b-29_japan_killstreak_1;☢B-29A
b-29_japan_killstreak_2;☢B-29
b-29_italy_killstreak_shop;☢B-29A-20
b-29_italy_killstreak_0;☢Boeing B-29A-20-BN Superfortress
b-29_italy_killstreak_1;☢B-29A
b-29_italy_killstreak_2;☢B-29
b-29_france_killstreak_shop;☢B-29A-20
b-29_france_killstreak_0;☢Boeing B-29A-20-BN Superfortress
b-29_france_killstreak_1;☢B-29A
b-29_france_killstreak_2;☢B-29
b-29_sweden_killstreak_shop;☢B-29A-20
b-29_sweden_killstreak_0;Boeing B-29A-20-BN Superfortress
b-29_sweden_killstreak_1;☢B-29A
b-29_sweden_killstreak_2;☢B-29
b-29_iaf_killstreak_shop;☢B-29A-20
b-29_iaf_killstreak_0;Boeing B-29A-20-BN Superfortress
b-29_iaf_killstreak_1;☢B-29A
b-29_iaf_killstreak_2;☢B-29
tu_4_killstreak_shop;☢Tu-4
tu_4_killstreak_0;☢Tupolev Tu-4
tu_4_killstreak_1;☢Tu-4
tu_4_killstreak_2;☢Tu-4
tu_4_china_killstreak_shop;☢Tu-4
tu_4_china_killstreak_0;☢Tupolev Tu-4
tu_4_china_killstreak_1;☢Tu-4
tu_4_china_killstreak_2;☢Tu-4
canberra_bimk6_usa_killstreak_shop;☢Canberra B(I).6
canberra_bimk6_usa_killstreak_0;☢English Electric Canberra Bomber Interdictor Mark 6
canberra_bimk6_usa_killstreak_1;☢Canberra B(I).6
canberra_bimk6_usa_killstreak_2;☢Canberra
canberra_bimk6_killstreak_shop;☢Canberra B(I).6
canberra_bimk6_killstreak_0;English Electric Canberra Bomber Interdictor Mark 6
canberra_bimk6_killstreak_1;☢Canberra B(I).6
canberra_bimk6_killstreak_2;☢Canberra
canberra_bimk6_japan_killstreak_shop;☢Canberra B(I).6
canberra_bimk6_japan_killstreak_0;☢English Electric Canberra Bomber Interdictor Mark 6
canberra_bimk6_japan_killstreak_1;☢Canberra B(I).6
canberra_bimk6_japan_killstreak_2;☢Canberra
canberra_bimk6_germ_killstreak_shop;☢Canberra B(I).6
canberra_bimk6_germ_killstreak_0;☢English Electric Canberra Bomber Interdictor Mark 6
canberra_bimk6_germ_killstreak_1;☢Canberra B(I).6
